area_code,area_name,region,latitude,longitude,aliases
583,Ramanathapuram,IN-TN,9.437609,78.685761,
731,Ranipet,IN-TN,12.949902,79.461686,
584,Salem,IN-TN,11.690215,78.137146,
585,Sivaganga,IN-TN,9.916501,78.596076,
733,Tenkasi,IN-TN,9.092518,77.459924,
586,Thanjavur,IN-TN,10.670696,79.241463,Tanjore
587,The Nilgiris,IN-TN,11.453320,76.626115,Ootacamund
588,Theni,IN-TN,9.891794,77.438407,
589,Thiruvallur,IN-TN,13.244045,79.932765,
590,Thiruvarur,IN-TN,10.679399,79.533581,
594,Thoothukkudi,IN-TN,8.901449,77.997628,Tuticorin
591,Tiruchirappalli,IN-TN,10.891184,78.570397,Trichy
592,Tirunelveli,IN-TN,8.575007,77.590408,
732,Tirupathur,IN-TN,12.593927,78.655115,
634,Tiruppur,IN-TN,10.838977,77.407267,
593,Tiruvannamalai,IN-TN,12.432635,79.166497,
595,Vellore,IN-TN,12.914206,78.965876,
596,Viluppuram,IN-TN,12.139718,79.540604,
597,Virudhunagar,IN-TN,9.492324,77.905719,
269,Dhalai,IN-TR,23.837087,91.924036,
654,Gomati,IN-TR,23.511621,91.627811,
652,Khowai,IN-TR,23.943724,91.660954,
270,North Tripura,IN-TR,24.097014,92.210814,
653,Sepahijala,IN-TR,23.585052,91.331523,
271,South Tripura,IN-TR,23.200333,91.577175,
655,Unakoti,IN-TR,24.204434,92.041151,
272,West Tripura,IN-TR,23.886599,91.399302,
118,Agra,IN-UP,27.036251,78.076398,
119,Aligarh,IN-UP,27.926465,78.065301,
121,Ambedkar Nagar,IN-UP,26.418558,82.666105,
640,Amethi,IN-UP,26.323815,81.668704,
154,Amroha,IN-UP,28.835642,78.368246,
122,Auraiya,IN-UP,26.658178,79.479116,
140,Ayodhya,IN-UP,26.657554,81.997104,Faizabad
123,Azamgarh,IN-UP,26.045498,83.067296,
124,Baghpat,IN-UP,29.056937,77.308508,
125,Bahraich,IN-UP,27.698230,81.492806,
126,Ballia,IN-UP,25.876254,84.102614,
127,Balrampur,IN-UP,27.483685,82.375229,
128,Banda,IN-UP,25.470939,80.557396,
129,Bara Banki,IN-UP,26.939037,81.332417,
130,Bareilly,IN-UP,28.457976,79.431403,
131,Basti,IN-UP,26.820038,82.625709,
179,Bhadohi,IN-UP,25.347933,82.464128,
132,Bijnor,IN-UP,29.386207,78.388853,
133,Budaun,IN-UP,28.077854,79.041570,
134,Bulandshahr,IN-UP,28.362548,78.014505,
135,Chandauli,IN-UP,25.141544,83.258105,
136,Chitrakoot,IN-UP,25.206227,81.077462,
137,Deoria,IN-UP,26.425350,83.834585,
138,Etah,IN-UP,27.515541,78.717419,
139,Etawah,IN-UP,26.764067,79.094854,
141,Farrukhabad,IN-UP,27.431334,79.458667,
142,Fatehpur,IN-UP,25.874894,80.807709,
143,Firozabad,IN-UP,27.187236,78.526428,
144,Gautam Buddha Nagar,IN-UP,28.394059,77.555973,
145,Ghaziabad,IN-UP,28.767749,77.476015,
146,Ghazipur,IN-UP,25.623962,83.555544,
147,Gonda,IN-UP,27.083387,82.025294,
148,Gorakhpur,IN-UP,26.656068,83.359032,
149,Hamirpur,IN-UP,25.751017,79.865350,
661,Hapur,IN-UP,28.722383,77.893127,
150,Hardoi,IN-UP,27.330336,80.161580,
163,Hathras,IN-UP,27.581716,78.164440,
151,Jalaun,IN-UP,26.091193,79.385801,
152,Jaunpur,IN-UP,25.746298,82.574976,
153,Jhansi,IN-UP,25.508105,78.950857,
155,Kannauj,IN-UP,27.013601,79.688690,
156,Kanpur Dehat,IN-UP,26.439637,79.852934,
157,Kanpur Nagar,IN-UP,26.391080,80.208199,Cawnpore;Kanpur
633,Kasganj,IN-UP,27.773327,78.846070,
158,Kaushambi,IN-UP,25.498460,81.415008,
159,Kheri,IN-UP,28.120956,80.666926,
160,Kushinagar,IN-UP,26.862754,83.933846,
161,Lalitpur,IN-UP,24.653500,78.561958,
162,Lucknow,IN-UP,26.841979,80.905490,
165,Mahoba,IN-UP,25.362800,79.726003,
164,Mahrajganj,IN-UP,27.200551,83.530436,
166,Mainpuri,IN-UP,27.182445,79.052108,
167,Mathura,IN-UP,27.597491,77.625895,
168,Mau,IN-UP,26.047456,83.561786,
169,Meerut,IN-UP,29.036373,77.782697,
170,Mirzapur,IN-UP,24.986648,82.607360,
171,Moradabad,IN-UP,28.885592,78.802924,
172,Muzaffarnagar,IN-UP,29.415637,77.725288,
173,Pilibhit,IN-UP,28.530755,79.994583,
174,Pratapgarh,IN-UP,25.872737,81.829069,
120,Prayagraj,IN-UP,25.304012,81.960159,Allahabad
175,Rae Bareli,IN-UP,26.203741,81.190943,
176,Rampur,IN-UP,28.809845,79.115097,
177,Saharanpur,IN-UP,29.951033,77.546779,
659,Sambhal,IN-UP,28.451892,78.558077,
178,Sant Kabir Nagar,IN-UP,26.775547,83.027224,
180,Shahjahanpur,IN-UP,27.950761,79.822072,
660,Shamli,IN-UP,29.500323,77.282363,
181,Shrawasti,IN-UP,27.718462,81.903444,
182,Siddharthnagar,IN-UP,27.270196,82.873251,
183,Sitapur,IN-UP,27.517096,80.852222,
184,Sonbhadra,IN-UP,24.407995,83.051909,
185,Sultanpur,IN-UP,26.261948,82.193868,
186,Unnao,IN-UP,26.609367,80.560562,
187,Varanasi,IN-UP,25.388275,82.913960,Banaras;Benares
45,Almora,IN-UT,29.690751,79.504039,
46,Bageshwar,IN-UT,29.996405,79.858939,
47,Chamoli,IN-UT,30.495149,79.577047,
48,Champawat,IN-UT,29.281123,80.069053,
49,Dehradun,IN-UT,30.472166,77.967550,
50,Haridwar,IN-UT,29.881397,77.996044,
51,Nainital,IN-UT,29.317293,79.463201,
52,Pauri Garhwal,IN-UT,29.879961,78.763766,
53,Pithoragarh,IN-UT,30.113997,80.345565,
54,Rudraprayag,IN-UT,30.506914,79.052455,
55,Tehri Garhwal,IN-UT,30.436550,78.535529,
56,Udham Singh Nagar,IN-UT,29.041948,79.470845,
57,Uttarkashi,IN-UT,30.971870,78.607019,
664,Alipurduar,IN-WB,26.632685,89.463034,
305,Bankura,IN-WB,23.139199,87.136273,
307,Birbhum,IN-WB,23.954375,87.663303,
308,Cooch Behar,IN-WB,26.292614,89.347816,
310,Dakshin Dinajpur,IN-WB,25.367223,88.575495,
309,Darjeeling,IN-WB,26.850567,88.262039,
312,Hooghly,IN-WB,22.884920,88.076193,
313,Howrah,IN-WB,22.521490,88.063397,
314,Jalpaiguri,IN-WB,26.682626,88.763845,
703,Jhargram,IN-WB,22.363242,86.955347,
702,Kalimpong,IN-WB,27.034545,88.630890,
315,Kolkata,IN-WB,22.526744,88.356008,Calcutta
316,Malda,IN-WB,25.136916,88.090580,
319,Murshidabad,IN-WB,24.162777,88.230649,
320,Nadia,IN-WB,23.479814,88.516695,
303,North 24 Parganas,IN-WB,22.727142,88.730133,
704,Paschim Bardhaman,IN-WB,23.636453,87.199152,
318,Paschim Medinipur,IN-WB,22.439193,87.417304,
306,Purba Bardhaman,IN-WB,23.356167,87.963711,
317,Purba Medinipur,IN-WB,22.031560,87.772887,
321,Purulia,IN-WB,23.276707,86.421546,
304,South 24 Parganas,IN-WB,22.057938,88.552900,
311,Uttar Dinajpur,IN-WB,25.845938,88.106307,
